target_names,zone_1_d,zone_2_d,zone_3_d,zone_4_d,zone_5_d,zone_6_d,zone_7_d,zone_8_d,zone_9_d,zone_10_d,zone_11_d,zone_12_d,zone_13_d,zone_14_d,zone_15_d,zone_16_d,target
K,0.0,0.0,0.0,0.0,0.0,27.832,30.957,0.0,0.0,34.766,21.68,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,15.039,13.77,0.0,0.0,32.422,10.059,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,18.945,20.801,0.0,0.0,35.84,1.465,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,15.332,0.0,0.0,0.0,28.223,0.0,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,35.059,28.613,1.172,0.0,32.031,26.074,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,19.727,20.996,0.0,0.0,17.285,23.535,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,10.449,17.871,0.0,0.0,26.66,2.148,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,6.543,0.0,0.0,46.68,14.258,0.0,0.0,36.523,27.344,0.0,0.0,4.297,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,27.148,28.906,0.0,0.0,30.957,12.012,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,20.02,13.086,0.0,0.0,20.605,14.355,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,23.828,26.66,0.0,0.0,37.402,21.582,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,24.902,17.09,0.0,0.0,30.176,9.668,0.0,0.0,0.0,0.0,0.0,11
K,0.0,2.441,0.0,0.0,0.0,29.395,14.258,0.0,0.488,22.754,16.992,0.0,0.0,0.0,2.051,0.0,11
K,0.0,0.0,0.0,0.0,0.0,26.27,30.566,0.0,0.684,39.062,8.594,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,37.891,21.582,0.0,0.0,22.07,27.051,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,14.062,16.895,0.0,0.0,23.242,6.543,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,33.008,11.133,0.0,0.0,30.762,16.895,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,1.953,0.0,0.0,28.223,24.707,0.0,0.0,22.949,26.855,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,1.367,0.0,0.0,25.488,42.188,0.293,0.0,34.18,16.406,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.586,0.781,0.0,0.586,34.863,16.602,0.0,0.0,23.535,23.535,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,32.129,26.27,0.0,0.0,24.023,29.004,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,24.707,12.109,0.0,0.0,14.746,19.141,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,19.824,16.113,0.0,0.0,13.672,12.012,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,23.438,29.199,0.0,0.0,14.062,14.648,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,20.215,2.148,0.0,0.0,14.453,8.203,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,46.191,31.055,13.477,10.254,35.059,0.0,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,25.488,13.086,0.0,0.0,20.801,16.406,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.195,0.0,0.0,2.93,21.289,16.992,0.0,0.0,27.93,14.844,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,14.258,11.23,0.0,0.0,12.402,9.57,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,26.172,6.25,0.0,0.0,21.191,15.137,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,28.711,27.148,0.0,0.0,23.828,16.211,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.391,32.324,0.586,0.0,4.883,36.914,0.0,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,22.168,18.555,0.0,0.0,22.461,15.137,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,4.199,0.0,2.344,13.672,27.148,0.0,0.0,39.355,12.5,0.0,0.0,3.516,3.125,0.0,11
K,0.0,0.0,0.0,0.0,0.0,25.586,19.336,0.0,0.0,28.418,18.75,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,45.801,18.652,0.0,0.0,29.59,26.27,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,15.137,8.594,0.0,0.0,13.477,8.398,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,32.227,9.082,0.0,0.0,30.469,14.551,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,22.754,8.984,0.0,0.0,10.742,12.988,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,42.188,12.5,0.0,0.0,32.52,19.531,0.0,0.0,0.0,0.0,0.0,11
K,0.0,1.465,0.0,0.0,0.0,31.543,20.996,0.0,0.0,29.492,25.195,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,7.617,0.0,0.0,0.0,10.742,4.102,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,26.367,6.348,0.0,0.0,22.168,20.605,0.0,0.0,0.0,0.0,0.0,11
K,0.0,1.758,1.367,1.367,0.0,36.328,27.734,4.492,0.0,38.672,13.965,0.0,0.0,0.586,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,14.941,18.555,0.0,0.0,21.289,15.234,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,29.492,20.801,0.0,0.0,24.023,23.34,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.684,40.137,13.379,0.0,0.0,35.449,32.52,2.051,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.977,45.801,19.043,0.0,0.977,23.047,19.922,0.0,0.0,0.0,0.0,0.0,11
K,0.0,3.223,4.102,1.465,0.293,50.879,30.078,0.391,12.891,46.582,15.918,0.0,2.734,0.0,9.57,0.0,11
K,0.0,0.0,0.0,0.0,0.0,17.676,6.543,0.0,0.0,7.52,11.328,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,18.066,16.797,0.0,0.0,16.113,13.184,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,3.613,4.883,0.0,16.699,46.387,0.781,0.0,30.664,18.457,0.0,0.0,0.684,3.418,0.0,11
K,0.0,0.0,0.0,0.0,0.0,11.133,22.852,0.0,0.0,16.309,17.578,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,23.926,0.0,0.0,0.0,28.906,0.0,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,19.336,13.184,0.0,0.0,21.191,10.059,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,24.609,8.887,0.0,0.0,18.555,13.281,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,3.418,0.0,6.641,27.441,11.523,0.0,0.0,40.723,5.664,0.0,0.0,0.0,2.539,0.0,11
K,0.0,0.0,0.0,0.0,0.0,23.926,22.363,0.0,0.0,19.922,22.852,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,28.223,13.867,0.0,0.391,26.172,17.969,0.0,0.0,0.0,0.0,0.0,11
K,0.0,5.078,1.465,5.664,0.0,41.406,23.242,0.488,4.297,42.285,16.309,0.0,1.953,0.879,1.855,0.0,11
K,0.0,5.957,2.441,0.0,0.0,40.723,29.199,0.0,0.0,33.789,32.324,0.0,0.0,5.273,2.148,0.0,11
K,0.0,0.0,0.0,0.0,0.0,37.402,17.871,0.0,0.0,43.457,16.895,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,24.512,22.266,0.0,0.0,25.0,16.504,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,26.758,11.23,0.0,0.0,22.461,8.887,0.0,0.0,0.0,0.0,0.0,11
K,0.0,5.957,5.566,1.27,0.0,52.148,24.902,0.0,1.562,41.504,21.191,0.0,0.0,0.0,4.688,0.0,11
K,0.0,0.0,0.0,0.0,0.0,21.484,16.309,0.0,0.0,15.332,19.336,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,27.539,14.355,0.0,0.0,27.051,17.09,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,31.543,9.18,0.0,0.0,20.605,17.676,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,16.797,14.551,0.0,0.0,25.781,9.668,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,22.363,15.723,0.0,0.0,34.668,3.418,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,28.223,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,30.078,23.34,0.0,0.0,29.883,16.992,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,18.75,20.41,0.0,0.0,24.219,6.25,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,30.371,19.531,0.0,0.0,26.074,20.02,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,26.27,22.168,0.0,0.0,20.02,15.234,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,41.211,14.453,0.0,0.0,24.512,27.246,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,16.992,11.23,0.0,0.0,23.535,3.027,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,27.441,15.527,0.0,0.0,31.348,18.164,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,23.828,11.328,0.0,0.0,16.992,17.383,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.195,0.0,0.0,0.0,32.812,16.016,0.0,0.0,27.93,15.234,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,2.246,0.0,0.0,32.812,37.012,0.0,0.0,57.812,4.297,0.0,0.0,0.293,0.684,0.0,11
K,0.0,0.0,0.0,0.0,0.0,25.586,30.566,0.0,0.0,24.121,19.336,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,27.441,22.949,0.0,0.0,39.16,12.988,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,36.816,29.492,3.223,7.129,21.094,24.023,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,31.25,22.363,1.465,0.391,28.027,23.242,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,29.004,14.648,0.0,0.0,27.93,15.332,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,28.418,23.926,0.0,0.0,35.547,24.316,2.051,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,28.125,7.227,0.0,0.0,16.992,18.262,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,39.258,31.152,0.0,9.863,28.418,19.043,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,26.465,15.918,0.0,0.0,15.234,7.617,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,23.926,12.402,0.0,0.0,17.285,7.031,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,16.309,8.496,0.0,0.0,18.848,3.516,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,26.66,8.105,0.0,0.0,25.293,16.504,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,21.484,14.844,0.0,0.0,28.711,3.906,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,20.508,19.434,0.0,0.0,26.074,14.16,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,19.434,17.578,0.0,0.0,8.496,11.523,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,39.941,19.043,0.0,0.0,23.242,19.336,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,18.457,20.508,0.0,0.0,32.52,2.734,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.195,0.0,0.0,19.629,19.824,0.0,0.0,32.91,0.977,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,24.414,14.355,0.0,0.0,22.461,8.301,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,18.164,31.055,0.0,0.0,36.23,17.285,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,29.883,22.461,0.0,0.0,30.664,7.812,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,18.164,11.426,0.0,0.0,19.043,9.18,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,14.941,24.609,0.0,0.0,29.98,9.277,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,1.758,0.0,0.0,32.715,21.973,0.0,0.0,34.57,14.941,0.0,0.0,0.0,0.195,0.0,11
K,0.0,0.0,0.0,0.0,0.0,22.363,12.305,0.0,0.0,24.316,12.012,0.0,0.0,0.0,0.0,0.0,11
K,4.199,2.246,2.344,0.195,4.492,30.566,32.031,3.223,3.516,32.91,33.398,3.125,0.488,1.27,1.66,0.0,11
K,0.0,0.0,0.0,0.0,0.0,31.641,18.359,4.102,9.668,12.5,14.746,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,18.555,18.066,0.0,0.0,27.051,8.691,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,26.367,25.781,0.0,0.0,18.848,21.973,0.0,0.0,0.0,0.0,0.0,11
K,0.0,1.66,4.199,0.0,0.0,23.34,22.559,0.0,0.0,26.465,23.145,0.0,0.0,2.344,2.637,0.0,11
K,0.0,0.0,0.0,0.0,0.0,27.246,16.602,0.0,0.0,19.727,7.617,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,43.359,14.453,0.0,0.0,18.75,29.688,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,25.0,9.473,0.0,0.0,23.438,13.574,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,35.254,0.391,0.0,0.0,37.891,13.477,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.781,0.0,0.0,17.285,21.387,0.0,0.0,17.48,18.945,0.0,0.0,0.0,0.0,0.0,11
K,0.0,7.715,1.66,7.52,0.0,26.562,32.422,0.684,0.0,41.113,29.102,0.0,0.0,5.859,7.324,0.0,11
K,0.0,0.0,0.0,0.0,0.0,32.812,11.133,0.0,0.879,36.035,12.598,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,18.652,20.41,0.0,0.0,17.969,16.309,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,26.074,21.875,0.0,0.0,41.504,28.418,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,9.766,34.473,0.391,0.0,13.77,19.434,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,16.602,17.285,0.0,0.0,19.434,3.711,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,13.281,23.145,4.395,0.0,0.0,32.324,20.02,9.668,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.293,0.0,0.0,28.809,28.906,0.0,0.0,45.215,19.238,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,29.297,19.043,0.0,0.0,12.207,12.598,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,17.969,12.402,0.0,0.0,11.914,18.066,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,38.965,14.453,0.0,0.0,23.926,29.102,2.832,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,17.773,8.594,0.0,0.0,24.707,9.57,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,20.02,15.723,0.0,0.0,11.914,11.523,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,25.781,23.145,0.0,0.0,36.328,26.172,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,16.016,12.598,0.0,0.0,23.73,1.465,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,18.75,30.469,0.0,0.0,16.113,18.164,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,24.902,12.891,0.0,0.0,27.148,16.895,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,28.32,16.895,0.0,0.0,42.676,2.734,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.195,0.0,0.0,32.031,18.652,0.0,0.0,30.273,10.742,0.0,0.0,0.0,0.0,0.0,11
K,4.492,5.273,0.195,0.0,12.793,44.727,21.777,0.0,4.199,52.832,2.637,0.0,0.879,3.711,5.371,0.0,11
K,0.0,0.0,0.0,0.0,0.0,18.359,12.109,0.0,0.0,14.16,13.184,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,18.848,20.215,0.0,0.0,27.539,6.055,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,23.438,15.918,0.0,0.0,28.418,10.449,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,23.535,24.023,0.0,0.0,52.93,12.207,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,0.0,0.0,0.0,13.281,14.16,0.0,0.0,15.234,20.215,0.0,0.0,0.0,0.0,0.0,11
K,0.0,0.0,2.832,3.32,0.0,17.578,35.938,0.0,0.0,25.488,22.168,0.0,0.0,5.273,5.078,0.0,11
K,0.0,0.0,0.0,0.0,0.0,31.348,20.215,0.0,0.0,22.266,8.496,0.0,0.0,0.0,0.0,0.0,11
K,0.0,1.074,12.109,1.562,0.0,27.051,52.93,8.496,10.84,36.426,35.449,0.0,1.27,0.0,5.176,0.0,11
K,0.0,0.0,0.0,0.0,0.0,27.734,15.332,0.0,0.0,20.117,12.793,0.0,0.0,0.0,0.0,0.0,11
